1_elevation,1_slope,1_aspect,1_placurv,1_procurv,1_lsfactor,1_twi,1_geology,1_sdoif,Label 
276,22.98977,315,0.01971743,0.02166196,4.56911,3.395915,2,1.2695,0
193,43.33172,327.9946,0.002797824,0.01924441,15.80383,5.138046,5,1.367701,0
204,32.63194,308.6598,0.01068945,-0.00517187,7.944773,3.653638,3,1.362681,0
461,27.01712,281.3099,-0.000840722,-0.004759864,8.378345,5.261798,3,1.31855,0
292,22.98977,45,-0.06567886,-0.02535385,5.104178,6.722279,5,1.330569,0
50,21.80141,360,0.01472665,-0.01188577,5.001352,4.233995,5,1.338984,1
254,27.01712,281.3099,-0.03256767,-0.006049273,8.403671,5.27689,2,1.243065,0
44,30.24626,120.9638,0.007556052,0.02827647,6.091733,2.862282,2,1.331179,0
140,27.01712,78.69007,-0.004740767,0.004741987,6.437398,3.944169,3,1.306866,0
158,32.63194,321.3402,-0.002240208,-0.01708108,7.241315,3.190081,3,1.299141,0
443,55.06839,192.0948,0.0274732,-0.01368414,13.44108,2.754795,3,1.365586,0
73,36.05503,105.9454,0.02236768,-0.02789075,8.472218,3.277783,3,1.337379,0
329,21.80141,180,0.0399175,0.01525095,4.175621,3.331768,3,1.288341,0
234,16.69924,360,0.03741724,0.03430761,2.996557,3.6281,2,1.148237,0
77,41.98721,270,-0.002556388,-0.02227088,12.81281,4.301651,3,1.294789,0
476,32.63194,51.34019,0.000855169,0.01018243,7.882145,3.614068,5,1.326359,0
296,30.96376,180,0.02413399,0.02276787,7.671294,3.848851,3,1.332249,1
310,40.51059,290.556,0.01138068,-0.008619445,11.10827,3.830916,3,1.365416,1
16,54.86988,320.7106,-0.09286173,-0.151064,14.26545,3.075579,7,1.305108,0
61,26.56505,360,-0.002800251,0.008317219,9.682817,6.106492,2,1.362966,0
44,16.69924,180,0.001521725,0.001236759,4.317667,5.454358,2,1.328754,0
563,38.87666,299.7449,-0.01044972,-0.01713818,11.69802,4.370962,3,1.318742,1
838,35.26439,8.130102,0.01711533,0.01599014,11.43929,4.933241,4,1.320531,0
576,38.87666,97.12502,0.06390616,0.02161141,9.34531,3.248236,3,1.369274,0
42,28.3032,291.8014,-0.007016436,-0.001259016,9.114635,5.349931,1,1.263724,0
572,30.24626,59.03624,0.001673248,-0.009949615,8.131059,4.306075,3,1.369724,0
245,12.60438,63.43495,0.01648819,0.01659165,2.631505,5.061251,3,1.281933,1
59,22.40687,14.03624,0.04802966,-0.001132999,4.639987,3.659566,3,1.35482,1
60,22.40687,75.96375,0.02234138,-0.0168238,5.072917,4.105588,2,1.328938,0
88,8.049467,225,-0.003954468,0.009517822,2.332552,2.748427,3,1.298658,0
749,46.23402,106.6992,0.04700883,-0.000114298,10.89533,2.845196,3,1.321909,0
199,19.82703,213.6901,0.01540241,0.009426694,4.981963,4.908062,3,1.297231,0
114,15.79317,135,-0.03863512,-0.04960829,2.906599,3.887431,2,1.292434,0
40,22.98977,225,0.01805468,0.03436171,3.270351,4.482992,5,1.295253,1
42,48.74736,74.74488,0.02329863,0.03463259,14.27486,3.846497,2,1.14496,1
173,35.26439,98.1301,-0.01392699,-0.00814332,11.02662,4.749534,3,1.30605,0
185,30.24626,120.9638,0.00387133,-0.00111132,7.509775,3.908647,2,1.354038,0
70,26.56505,216.8699,-0.009618514,-0.01244936,7.364478,4.738069,3,1.350541,0
54,19.82703,123.6901,0.003964708,0.01530745,4.183744,4.034976,1,1.282623,0
278,37.29208,113.1986,0.007244171,0.01206735,9.50902,3.621469,3,1.329082,0
301,35.26439,225,0.01869412,0.01715793,7.344062,2.717431,5,1.332701,0
47,11.30993,360,2.21E-05,1.02E-05,0.001167808,17.07161,3,1.296114,0
59,21.80141,90,0.02991826,0.02801204,3.797714,2.857449,2,1.246361,0
14,24.09484,26.56505,0.01637771,-0.02392364,5.438134,3.926025,7,1.298789,0
323,38.87666,119.7449,0.02567085,0.01295464,11.54156,4.303633,3,1.314266,1
215,28.3032,338.1986,0.009189541,0.001845615,7.06074,4.073273,2,1.276108,0
56,36.05503,195.9454,-0.01894176,-0.008643989,15.3707,6.256138,1,1.283042,0
255,40.51059,69.44395,0.006556484,-0.003796474,9.786055,3.197259,3,1.31163,1
328,19.82703,123.6901,-0.01378363,0.01378119,5.405552,5.316075,3,1.325586,1
349,33.85452,296.5651,0.006822194,-0.03167815,11.52803,5.256801,3,1.330234,0
107,19.82703,146.3099,0.01517371,0.01793054,4.728756,4.647254,2,1.350481,1
114,22.40687,194.0362,-0.002782672,-0.03032096,7.337408,5.950936,5,1.288273,0
255,22.98977,225,0.02548665,0.01037883,4.304166,3.097241,3,1.339544,1
228,36.05503,195.9454,0.01279755,0.01203033,9.567674,3.885772,3,1.360579,1
95,31.31116,279.4623,0.004760818,0.0338604,9.013127,4.575899,5,1.339333,1
155,19.82703,56.30993,0.01198931,0.001802194,4.309312,4.182834,3,1.306794,0
157,30.24626,210.9638,0.004330411,-0.001572843,7.968542,4.205127,2,1.293917,0
163,30.96376,90,0.008778663,-0.04197446,6.112333,3.811022,5,1.318769,0
301,12.60438,26.56505,0.01766044,0.01537911,1.735776,2.980744,1,1.266237,0
323,19.82703,33.69007,-0.07360716,-0.04227662,15.82859,10.68803,5,1.32698,0
217,32.31153,288.4349,0.05117473,0.003997391,7.426476,3.385789,3,1.283309,0
302,35.26439,261.8699,-0.02075426,-0.02062025,12.43014,5.348592,3,1.315975,1
247,11.30993,270,-0.04649018,-0.08314849,0.9499311,5.904212,5,1.323014,0
123,34.99202,360,-0.004852173,-0.04755505,11.05194,4.817318,5,1.359411,0
511,22.98977,315,-0.00546372,-0.005576319,6.616107,5.246859,3,1.319926,1
25,35.79576,146.3099,-0.008990119,-0.02414861,6.731209,2.177714,5,1.299074,0
117,32.63194,321.3402,-0.01291521,0.007387253,12.76358,6.024045,3,1.359057,1
343,30.24626,149.0362,0.001464491,0.006814317,8.667139,4.625314,3,1.363844,0
96,35.26439,98.1301,-0.00575402,-0.02459022,9.540816,4.025866,1,1.25203,0
353,26.56505,360,0.01558812,0.003723407,6.423254,4.054352,5,1.326449,0
175,40.70319,234.4623,-0.01691688,-0.01893272,10.30185,3.421798,3,1.300902,0
68,31.31116,99.46232,0.001973782,-0.001920681,7.826917,3.88043,3,1.339461,0
404,42.67464,77.47119,0.013875,0.03026563,10.38744,3.142692,3,1.365101,1
441,30.24626,30.96376,0.004227428,-0.001471081,6.177096,2.931861,3,1.32346,1
212,32.63194,308.6598,0.02905782,-0.009745074,6.66074,2.77222,3,1.284665,1
336,24.09484,63.43495,0.0028386,0.0081697,4.428655,3.427804,3,1.307345,0
106,12.60438,63.43495,0.01323535,0.01709424,2.217997,10.13052,2,1.342107,0
30,27.01712,258.6901,-0.004989691,0.01309791,22.43968,9.133463,5,1.198232,0
137,24.09484,116.565,-0.02622565,0.001397774,8.807718,6.336987,2,1.159879,0
77,43.49152,18.43495,-0.05020474,-0.04910434,15.10788,4.888118,3,1.29066,1
192,22.98977,225,0.03409411,0.01280286,4.915254,3.76104,3,1.344363,0
49,21.80141,180,0.01597908,0.003330914,5.084534,4.31647,2,1.294999,0
281,26.56505,233.1301,-0.05488338,-0.02511173,8.7743,5.613863,3,1.297433,0
292,26.56505,360,-0.02754476,0.005481769,12.31944,7.310619,3,1.286438,0
168,11.30993,180,0.002537691,-0.00267441,0.9148784,5.808372,5,1.3052,0
148,12.60438,333.4349,-0.03632189,-0.01609388,3.049431,5.798247,5,1.35212,1
61,31.31116,170.5377,-0.0132351,-0.00331641,8.536426,4.3042,3,1.319327,0
370,44.56372,246.0375,-0.01483711,0.02586982,10.58662,2.946692,3,1.277683,1
180,19.82703,213.6901,-0.004642185,0.0625914,2.780901,2.88993,3,1.295951,1
502,35.79576,303.6901,-0.009696771,0.001415521,12.78585,5.385636,3,1.347388,0
539,22.40687,104.0362,0.05523527,0.008207111,4.452379,3.4532,3,1.323659,1
112,27.01712,281.3099,-0.01014927,0.0046323,9.38948,5.831496,5,1.366664,0
10,35.79576,303.6901,0.004229496,-0.009888942,7.782406,2.903268,5,1.27922,0
20,31.31116,189.4623,-0.03343567,-0.0327713,7.389493,3.582785,2,1.285192,1
278,24.09484,153.435,0.03494391,0.01746332,5.231929,3.732744,3,1.318747,0
120,30.24626,30.96376,-0.01655146,-0.01655096,13.07467,6.681005,2,1.362733,0
280,11.30993,270,-0.02063957,-0.01250252,2.406537,5.420102,5,1.324644,0
13,19.82703,213.6901,-0.008725641,0.008701379,0.00073939,11.5759,6,1.133148,0
289,15.79317,315,0.003099052,-0.02792571,3.345185,4.590122,5,1.332279,0
139,26.56505,360,0,0.04689575,5.897508,3.627378,3,1.335236,1
225,12.60438,333.4349,0.01249956,0.02335981,2.635034,3.393487,1,1.313182,0
379,38.65981,180,0.004487778,-0.01552293,10.6848,3.95636,3,1.34226,1
232,35.79576,146.3099,0.03166179,0.009706622,7.350162,2.617552,5,1.323993,0
283,28.3032,338.1986,-0.008271869,0.005515521,17.98433,8.748029,3,1.314849,0
115,27.01712,348.6901,-0.01231444,-0.0290619,6.384041,3.902553,2,1.270683,1
475,16.69924,270,0.02193436,-0.0137117,1.670698,3.609202,3,1.314677,0
227,24.09484,153.435,0.01201037,-0.006494014,5.409436,3.899568,3,1.279932,1
77,26.56505,53.1301,0.004608966,0.01194133,6.326208,3.978233,3,1.282206,1
239,24.09484,116.565,-0.03778682,-0.00910771,5.918501,4.34926,5,1.323041,1
232,26.56505,180,-0.02720604,-0.01417335,9.041428,5.763813,5,1.303219,1
91,30.96376,360,-0.03572987,-0.03599377,10.02074,5.184708,1,1.238314,0
516,15.79317,135,0.03286375,0.04724367,5.901294,2.857656,3,1.321184,1
257,17.5484,288.4349,-0.004407104,-0.01229944,2.996423,3.259547,3,1.331572,0
32,22.98977,135,0.009849258,0.003943772,5.367752,4.201369,3,1.274559,0
202,24.09484,26.56505,0.008792597,-0.008791376,5.85895,4.298697,3,1.305975,0
84,28.3032,21.80141,0.01610753,0.01975367,7.339598,4.266944,2,1.099092,0
129,27.01712,191.3099,-0.003010506,0.005768685,7.3091,4.579147,2,1.293957,0
320,35.26439,225,-0.03261188,-0.006011168,11.61697,5.010307,3,1.293516,0
363,19.82703,123.6901,-0.01169526,0.01169282,4.588441,7.849561,5,1.331693,0
330,35.79576,303.6901,-0.05223835,-0.03327679,12.08242,5.102696,3,1.33404,1
141,31.31116,260.5377,-0.04391445,0.005274315,13.44257,6.574623,2,1.295063,0
707,37.99073,140.1944,0.04241028,0.02930847,8.400663,2.873833,3,1.334048,0
89,24.09484,296.5651,-0.000227405,0.002985584,6.568248,4.87008,3,1.278749,0
218,22.40687,165.9638,0.02321385,0.00989284,4.82494,3.855,5,1.327869,1
600,29.49621,315,-0.005077206,-0.008716739,7.251392,3.912056,3,1.369335,0
215,37.29208,23.19859,0.01588088,-0.002033219,8.256625,2.915345,3,1.363386,0
19,26.56505,270,-0.003635769,-0.02143229,5.530635,3.306242,3,1.305664,0
539,27.01712,258.6901,0.05516574,0.01379422,6.119998,3.691355,3,1.336476,0
128,11.30993,270,-0.005092144,-0.008746358,2.256124,5.097401,2,1.119535,0
677,28.3032,158.1986,-0.01499737,-0.02361591,7.674491,4.490033,3,1.363356,0
19,16.69924,180,-0.01402944,-0.005297039,4.437742,3.632879,2,1.280867,0
294,15.79317,315,0.000109171,-0.01114677,2.719049,3.553924,5,1.315642,0
64,22.40687,14.03624,-0.004985517,-0.003290544,6.923101,5.660327,2,1.338331,0
134,28.3032,248.1986,0.04114985,0.000231985,6.033443,3.287113,3,1.358268,1
23,27.01712,78.69007,0.02720523,-0.05234576,15.07896,9.757591,5,1.338664,0
509,51.04612,345.9637,0.05296231,-0.008826564,12.53858,2.896917,3,1.323244,0
87,32.31153,108.435,0.006163625,0.0324582,7.522935,3.450314,3,1.274882,1
116,22.40687,104.0362,0.01065622,-0.005138027,5.565017,4.568508,2,1.276173,0
66,8.049467,315,-0.02104327,0.001796439,0.002975873,7.650275,3,1.296772,0
194,24.09484,206.565,0.03324811,0.01088886,5.056755,3.562469,3,1.360517,0
427,44.56372,203.9625,-0.01321242,-0.02540331,11.5519,3.382989,3,1.341687,0
248,32.63194,218.6598,0.003554385,0.026763,9.777911,3.624476,3,1.303916,1
117,22.40687,284.0363,0.02188619,0.005658975,3.409874,3.911662,2,1.330102,0
487,24.09484,116.565,0.01403937,-0.003021305,4.864465,3.368628,3,1.328137,1
61,21.80141,90,0.01041564,0.02268799,6.295556,5.384673,3,1.27682,1
30,24.09484,116.565,-0.01745763,0.008850448,5.126092,1.992452,3,1.309872,0
213,21.80141,180,0.00830161,-0.008300389,5.33681,4.558594,2,1.322514,0
835,40.31554,135,-0.002149208,0.01042069,9.656742,3.163633,4,1.319891,1
205,24.09484,116.565,0.01064173,0.01416052,6.307171,6.992267,1,1.270941,0
85,5.710593,180,-0.01385435,0.000243513,0.000455739,12.64524,3,1.31068,1
283,12.60438,116.565,0.003494275,0.00201842,2.445091,4.693882,3,1.331269,0
205,22.98977,45,-0.007712894,-0.0253938,3.53354,4.905491,2,1.358519,0
442,30.24626,30.96376,0.01501892,-0.00398621,6.421216,3.125658,3,1.322749,0
27,19.82703,56.30993,0.01848811,0.000822043,4.002812,3.813929,2,1.352474,0
530,26.56505,216.8699,0.03194691,0.0204652,5.614008,3.381053,3,1.320806,1
96,40.31554,315,-0.008965285,-0.01582231,12.47277,4.443089,3,1.287183,1
105,22.98977,135,-0.02017426,-0.007411796,4.658294,3.49257,2,1.298515,0
813,22.40687,14.03624,0.03266177,-0.01059146,5.099389,4.131611,3,1.340744,0
104,30.96376,360,0.005798409,-0.000280831,7.982508,4.047688,5,1.18813,0
199,26.56505,270,-0.01359644,-0.01677466,5.735993,4.920921,5,1.311072,0
187,8.049467,45,-0.01024344,-0.01174997,2.613445,5.823771,5,1.283012,0
55,34.99202,180,-0.02369177,0.001622373,9.611498,4.116792,1,1.318892,0
410,22.40687,345.9637,8.71E-05,-0.03043625,6.442029,5.300225,5,1.352746,0
71,12.60438,116.565,-0.01593238,-0.008864376,1.13097,6.787001,2,1.263577,0
80,30.96376,360,-0.08295676,0.002956154,30.57147,10.76176,2,1.29061,0
181,31.31116,189.4623,-0.02069701,-0.004132096,7.035192,3.337113,3,1.294167,1
99,31.31116,279.4623,0.03670224,0.01019412,7.646144,3.753496,3,1.283698,0
211,26.56505,143.1301,-0.009156498,-0.007397457,6.814579,4.350049,1,1.259724,0
87,35.26439,81.8699,0.07062653,0.01212554,7.362826,2.730191,1,1.250949,0
254,32.31153,198.435,-0.01213607,-0.007173009,8.228654,3.898644,3,1.303692,0
246,30.24626,59.03624,0.01689724,0.01344943,7.156964,3.668049,3,1.281345,1
288,33.85452,243.435,-0.04297172,-0.003930138,12.11036,5.503198,3,1.292001,1
133,28.3032,68.19859,-0.002414512,-0.01413944,8.876999,5.217842,5,1.137992,0
246,39.50971,284.0363,-0.04625661,-0.03374461,11.83531,4.31866,3,1.293439,1
296,19.82703,303.6901,-0.001978511,-0.003565923,4.470565,4.366517,3,1.289359,0
377,22.40687,14.03624,-0.005682888,-0.04121897,4.845343,3.876098,5,1.354201,0
386,19.82703,326.3099,-0.03374537,-0.02694799,6.707477,6.395057,5,1.30952,1
296,12.60438,153.435,-0.01369427,0.0332304,1.741835,2.998168,3,1.290293,0
235,26.56505,143.1301,0.005613702,-0.005616144,6.911971,4.421002,3,1.29182,0
121,47.12401,158.1986,-0.03395112,-0.02122222,13.1894,3.67425,1,1.252068,0
303,26.56505,180,0.004725721,0.009063342,7.187151,4.616202,3,1.31386,1
70,22.98977,315,-0.02261544,-0.01876334,9.381433,6.992986,5,1.328639,0
182,27.01712,258.6901,-0.006746534,-0.01258452,6.318673,3.851092,2,1.350546,0
75,33.85452,153.435,-0.01362119,-0.000172144,7.865345,3.345225,3,1.283746,0
680,51.04612,75.96375,0.01650555,-0.01374676,13.84717,3.39327,3,1.323016,0
166,31.31116,80.53768,0.01955266,0.005276446,6.803195,3.169451,3,1.337824,1
332,22.98977,315,-0.04916995,-0.03081784,7.921958,6.15076,3,1.331686,1
93,22.40687,104.0362,-0.008574743,-0.007977381,6.138267,5.05872,2,1.097133,0
117,8.049467,45,0.01320239,0.03374647,2.655123,5.899225,1,1.324305,0
80,30.24626,210.9638,0.01377734,0.002772953,7.850761,4.130672,2,1.122054,0
290,28.3032,158.1986,-0.02011922,0.000810141,8.377927,4.928526,3,1.306397,1
377,32.31153,161.565,-0.03080939,-0.01057245,12.25462,5.890048,3,1.31381,0
96,17.5484,198.435,-0.02164568,-0.01147871,2.750082,6.09971,3,1.273728,0
68,17.5484,288.4349,-0.000944755,0.006461113,4.196144,4.94619,2,1.335566,1
119,44.56372,113.9625,-0.00251893,0.002384042,1.876906,3.407229,1,1.318909,0
86,27.01712,11.30993,0.00137036,0.01791919,6.190891,3.748941,1,1.24347,0
346,15.79317,135,0.007735735,-0.004979387,5.781173,7.325546,3,1.284129,0
183,26.56505,360,-0.04127151,-0.02769333,9.13753,5.816679,3,1.27795,0
25,11.30993,270,0.005979454,0.01885148,1.690302,3.653695,5,1.26145,0
73,43.33172,122.0054,-0.005639919,0.005640529,10.95156,3.304195,1,1.256856,0
463,15.79317,315,-0.02518463,-0.03271332,0.000634253,12.08038,3,1.31921,0
222,36.05503,285.9454,0.02485187,0.00825116,7.882401,2.916984,3,1.293467,1
194,22.98977,315,0.002337063,-0.005117824,4.361851,4.248432,2,1.357259,0
118,26.56505,270,0.02483066,0.002756009,6.78414,4.327666,3,1.281331,0
37,17.5484,18.43495,0.01946741,0.008118645,3.905653,4.587485,2,1.338216,0
267,35.26439,81.8699,0.02449155,0.02792544,8.098489,3.206358,3,1.293054,1
566,36.05503,344.0546,0.02854054,0.004569811,9.191398,3.685161,3,1.320956,0
90,24.09484,63.43495,-0.02323494,0.003821486,3.191355,2.683369,3,1.340546,0
144,26.56505,360,-0.02170833,-0.003120767,9.830601,6.182228,1,1.33024,0
103,11.30993,360,0.00616832,0.0131078,2.850277,6.266241,5,1.252601,0
153,12.60438,116.565,0.01593906,0.01164761,2.669877,5.133633,1,1.2356,0
169,26.56505,306.8699,0.009921988,0.003873179,6.624034,4.208251,5,1.352047,1
58,17.5484,18.43495,-0.005662954,0.008421133,4.109064,4.841336,2,1.268861,0
194,40.70319,324.4623,-0.004238651,-0.01506921,11.57742,4.00546,3,1.293502,1
374,28.3032,111.8014,0.02599542,0.009863953,6.163915,3.394084,3,1.341263,0
23,15.79317,225,-0.01872392,-0.033665,1.179292,4.375161,5,1.253141,0
291,37.99073,219.8056,0.02394798,0.006401137,8.356826,2.847673,3,1.304646,1
68,35.26439,225,0.02481989,0.02207097,6.884203,2.394118,5,1.235283,0
92,5.710593,90,-0.01031905,0.002113485,0.000377882,11.67459,2,1.299277,0
176,33.85452,116.565,-0.0078276,-0.005963904,9.702326,4.394721,3,1.29271,0
56,32.31153,198.435,0.00173466,-0.01559971,8.871902,4.274979,3,1.304839,0
241,21.80141,90,0.002128899,-0.01313232,4.949695,4.190049,2,1.223987,0
130,19.82703,236.3099,-0.01187515,-0.02122178,4.915128,4.840532,3,1.302778,0
395,22.98977,225,-0.0499226,-0.005245862,7.030837,5.550852,3,1.322743,0
175,26.56505,143.1301,0.03123365,0.01566333,5.304808,3.097796,2,1.35268,0
279,28.3032,338.1986,0.02393133,0.02020197,5.813377,3.101332,3,1.321872,0
236,26.56505,270,-0.01720553,0.05030978,6.250134,3.917743,3,1.30137,1
631,41.81031,63.43495,0.03756174,0.0286492,9.463599,2.815266,3,1.361581,0
272,26.56505,126.8699,-0.006111965,0.003355617,7.44148,4.790077,5,1.312469,0
120,48.18969,63.43495,-0.00541725,-0.005617296,12.03557,3.068973,2,1.30897,1
160,32.31153,341.5651,-0.01113558,-0.03300871,9.219399,4.467082,1,1.257558,0
57,21.80141,270,-0.01103455,-0.008278503,8.316092,6.776415,1,1.286145,0
24,17.5484,198.435,0.005959412,0.01886816,4.231616,4.98828,7,1.291621,0
340,30.96376,270,0.003094381,-0.000340475,7.425792,3.686221,3,1.314711,0
127,27.01712,281.3099,-0.05769791,-0.01676498,15.66599,9.747188,3,1.359492,0
252,12.60438,153.435,-0.0135369,-0.02233346,2.96194,2.301502,5,1.317715,0
171,42.67464,12.52881,0.01408804,0.007982268,11.94874,3.842837,3,1.358757,0
140,24.09484,333.4349,-0.02920623,-0.006656805,6.932488,5.139938,2,1.335396,0
7,8.049467,45,-0.008365878,-0.02198542,0.000464128,12.20908,5,1.254769,0
378,47.2466,213.6901,-0.01635245,-0.03330331,14.40191,4.09681,3,1.311363,0
278,21.80141,270,0.008391203,-0.02222665,5.70908,4.895742,3,1.288901,0
259,26.56505,36.8699,-0.000244063,-0.013545,6.7468,4.300069,5,1.303291,0
117,36.05503,15.9454,-0.04114185,-0.02506604,11.01976,4.592274,2,1.330678,1
302,15.79317,315,-0.0202482,-0.03493735,1.58803,5.933613,3,1.289711,0
442,40.70319,144.4623,0.01760508,0.05135244,9.334953,2.929007,3,1.312313,1
220,42.67464,310.6013,-0.06114268,-0.07675894,10.00977,2.957514,3,1.357083,0
202,15.79317,135,-0.03443574,-0.01797881,3.934088,5.400908,2,1.352481,0
22,31.31116,350.5377,0.008143751,0.02767793,7.820998,3.86655,2,1.336456,0
827,15.79317,45,-0.0334023,-0.02447367,4.896101,6.494709,5,1.340001,0
121,30.24626,300.9637,0.01086448,0.000169456,6.642999,3.295437,2,1.277433,0
704,27.01712,11.30993,0.007967848,-0.002460036,7.790817,4.898275,3,1.343161,0
138,32.31153,71.56505,0.04426886,0.0219372,9.056123,4.377738,5,1.337524,0
57,17.5484,198.435,0.005156584,0.01686948,3.396477,3.889054,2,1.29826,0
211,27.01712,281.3099,-0.01209299,-0.004459742,7.281029,4.559907,1,1.261051,0
50,11.30993,270,-0.01542406,-0.08111616,4.404222,8.452852,1,1.313055,0
21,15.79317,135,-0.008907455,0.003390335,3.948365,5.419021,2,1.210505,1
293,27.01712,191.3099,0.01939679,0.02749774,6.657947,4.112602,3,1.290018,1
417,32.63194,141.3402,-0.01460246,-0.01297811,8.70521,4.110675,3,1.320461,1
20,38.87666,277.125,-0.02028045,-0.1217412,12.20123,4.581545,1,1.264815,0
274,29.49621,135,-0.0039181,0.01771449,6.208238,3.135474,2,1.329927,0
154,5.710593,180,0.03142276,-0.006598538,0.8332577,5.220573,2,1.108074,0
577,19.82703,213.6901,0.003117566,0.007712512,3.637468,3.335382,3,1.369064,0
25,28.3032,21.80141,-0.01254226,-0.04820359,6.154718,4.553442,2,1.231713,0
166,24.09484,63.43495,0.02341003,0.01797058,5.185699,3.688368,3,1.275676,0
72,34.99202,360,-0.01937345,-0.01097018,11.00944,4.795757,3,1.288007,0
173,41.81031,243.435,0.008994007,0.004799938,10.76607,3.459998,3,1.296875,1
377,34.99202,270,-0.002965995,0.01123992,8.143065,3.287825,3,1.312047,1
493,28.3032,158.1986,0.0374936,0.009400932,6.978292,4.014544,3,1.319174,0
51,24.09484,296.5651,-0.0275062,-0.01939017,7.031271,5.210682,2,1.325751,0
334,24.09484,296.5651,-0.01794469,-0.01239954,6.95251,5.154358,3,1.299926,0
522,41.81031,206.565,0.002750793,0.01379217,12.06248,4.028501,3,1.33019,0
9,8.049467,225,-0.01664842,-0.004844803,0.944158,3.255432,5,1.144636,0
391,26.56505,143.1301,-0.02179264,-0.01406918,10.04886,6.292023,3,1.30844,0
276,26.56505,126.8699,0.003595826,0.004685425,7.996928,5.150015,3,1.310693,0
216,43.49152,18.43495,-0.004935173,-0.03920545,15.74984,5.096186,3,1.334675,0
243,17.5484,108.435,0.06492344,0.004042628,3.108923,3.446742,3,1.364993,1
178,17.5484,161.565,0.01525763,0.006790707,3.608567,4.191913,3,1.321054,0
27,17.5484,161.565,-0.01386832,0.03325889,6.066913,4.991273,2,1.267766,1
91,30.24626,329.0363,0.009137958,0.001895977,6.921262,3.50061,1,1.324603,0
88,28.3032,291.8014,-0.005355355,0.005354745,8.734925,5.13717,1,1.265365,0
267,24.09484,206.565,-0.01267582,0.001640668,6.858729,5.086455,3,1.315066,1
226,24.09484,296.5651,-0.02707083,-0.0170698,7.6597,5.638709,1,1.33341,0
195,26.56505,323.1301,-0.00980818,-0.01226335,10.02734,6.281306,5,1.320608,0
308,26.56505,270,-0.010554,-0.03631123,7.894903,5.085814,3,1.289242,0
38,8.049467,315,0.008242862,-0.008325259,1.654407,6.082565,2,1.288608,0
126,22.40687,255.9638,-0.008920127,-0.004873818,6.158999,5.075579,2,1.111192,0
20,32.63194,308.6598,0.03209254,0.04247793,5.975746,2.229612,5,1.289994,0
45,27.01712,191.3099,-0.007407637,0.004648848,7.260931,4.546087,1,1.260009,1
278,37.29208,23.19859,-0.00264608,-0.005625405,8.305666,2.944955,3,1.366695,0
49,35.26439,8.130102,0.1087118,0.1368015,6.905065,2.409247,2,1.332279,0
415,31.31116,9.462322,-0.01535004,-0.01776275,9.737362,4.96234,3,1.329728,1
452,37.29208,156.8014,0.02128778,0.01182013,8.463465,3.039058,3,1.324307,1
503,38.65981,360,0.002806483,-0.03039437,13.1215,4.983507,3,1.350345,0
154,24.09484,116.565,-0.006702903,-0.007178933,5.81251,4.258908,3,1.278771,0
88,17.5484,18.43495,0.01608834,-0.007813198,4.647626,5.457143,3,1.340096,0
210,30.24626,120.9638,-0.03077195,-0.01060866,11.41258,6.001202,3,1.304654,1
303,19.82703,213.6901,-0.009153571,-0.01015795,5.101008,5.026134,3,1.323841,0
222,30.24626,239.0362,-0.03586659,-0.06347057,7.232995,3.720886,3,1.319544,0
200,22.98977,315,-0.000375828,-0.00238174,6.34423,5.037052,3,1.294603,1
30,29.49621,315,0.007681157,-0.01319858,7.150738,3.842166,5,1.294304,0
205,24.09484,333.4349,0.01688419,0.007942475,6.524497,4.836664,3,1.29499,0
472,17.5484,341.5651,0.01628043,0.01398568,5.900757,5.024405,3,1.369188,0
38,12.60438,116.565,-0.004478201,-0.009201609,1.990175,3.664586,2,1.33952,0
244,30.24626,59.03624,-0.02132901,-0.000738864,11.33001,5.964896,5,1.328774,1
301,17.5484,198.435,-0.001125764,0.006648224,4.551326,5.352452,3,1.30073,0
58,32.63194,308.6598,0.03032635,0.01381153,6.708407,2.807875,1,1.243322,0
214,44.56372,203.9625,-0.02817743,-0.0242359,12.06898,3.60193,2,1.339761,0
391,40.70319,144.4623,0.01803466,0.01783204,12.66422,4.454082,3,1.338585,0
158,28.3032,111.8014,-0.03727598,-0.00410097,11.69861,6.597874,5,1.194665,0
38,28.3032,201.8014,-0.01378177,-0.03035672,7.59189,4.435926,2,1.116249,0
233,31.31116,170.5377,0.01951724,0.002551853,8.790329,4.450749,3,1.296738,0
276,16.69924,180,-0.004349533,-0.001168045,3.834947,4.861559,2,1.27094,0
289,27.01712,11.30993,0.01685042,0.01073991,5.558235,3.209949,3,1.307659,1
167,17.5484,108.435,-0.003080955,0.01135488,5.635588,6.420867,5,1.334694,0
220,36.05503,15.9454,0.01458879,0.01023909,8.774136,3.452863,3,1.315114,1
147,47.12401,111.8014,0.004704025,0.04495174,11.81703,3.124895,3,1.293892,1
324,32.31153,251.565,0.02969795,0.000631634,7.339457,3.326856,3,1.307007,1
75,12.60438,153.435,0.003278027,0.02146257,1.796484,3.152629,3,1.298331,0
226,8.049467,135,0.03911795,0.02156931,2.286407,2.681425,3,1.325234,0
115,38.87666,299.7449,0.000305649,0.002432388,9.33549,3.242979,3,1.290892,1
184,22.98977,135,-0.01160328,0.006084484,7.413044,5.815529,3,1.315615,0
206,42.67464,257.4712,-0.02679861,-0.00630686,10.7123,3.296668,3,1.30048,1
74,32.31153,251.565,0.01109803,-6.23E-05,7.646166,3.531554,3,1.345604,0
